,id,title,year,rated,duration,genre,cast,director,language,imdb_rating,votes
428,tt0107501,The Man Without a Face,1993,PG-13,115 min,Drama,"Mel Gibson, Nick Stahl, Margaret Whitton, Fay Masterson",Mel Gibson,English,6.7,"27,834"
429,tt0107507,Manhattan Murder Mystery,1993,PG,104 min,"Comedy, Mystery","Woody Allen, Diane Keaton, Jerry Adler, Lynn Cohen",Woody Allen,English,7.3,"40,433"
430,tt0107554,Menace II Society,1993,R,97 min,"Crime, Drama, Thriller","Tyrin Turner, Larenz Tate, June Kyoto Lu, Toshi Toda","Albert Hughes, Allen Hughes",English,7.5,"52,149"
431,tt0116253,Executive Decision,1996,R,133 min,"Action, Adventure, Thriller","Kurt Russell, Steven Seagal, Halle Berry, John Leguizamo",Stuart Baird,"English, Arabic",6.4,"50,899"
432,tt0074102,In the Realm of the Senses,1976,NC-17,109 min,"Drama, Romance","Tatsuya Fuji, Eiko Matsuda, Aoi Nakajima, Yasuko Matsui",Nagisa Ôshima,Japanese,6.6,"18,699"
433,tt0111689,What Happened Was...,1994,R,91 min,"Comedy, Drama, Romance, Thriller","Karen Sillas, Tom Noonan",Tom Noonan,English,7.2,"1,140"
434,tt0107616,Much Ado About Nothing,1993,PG-13,111 min,"Comedy, Drama, Romance","Richard Briers, Kate Beckinsale, Imelda Staunton, Jimmy Yuill",Kenneth Branagh,English,7.3,"45,382"
435,tt0107613,Mr. Wonderful,1993,PG-13,98 min,"Comedy, Romance","Matt Dillon, Annabella Sciorra, Mary-Louise Parker, William Hurt",Anthony Minghella,English,5.9,"3,128"
436,tt0107614,Mrs. Doubtfire,1993,PG-13,125 min,"Comedy, Drama, Family","Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein",Chris Columbus,English,7.0,"246,670"
437,tt0107653,Naked,1993,Not Rated,132 min,"Comedy, Drama","David Thewlis, Lesley Sharp, Katrin Cartlidge, Greg Cruttwell",Mike Leigh,English,7.8,"35,000"
438,tt0110657,The Next Karate Kid,1994,PG,107 min,"Action, Drama, Family, Romance, Sport","Pat Morita, Hilary Swank, Michael Ironside, Constance Towers",Christopher Cain,English,4.5,"27,107"
439,tt0110678,No Escape,1994,R,118 min,"Action, Drama, Sci-Fi, Thriller","Ray Liotta, Lance Henriksen, Stuart Wilson, Kevin Dillon",Martin Campbell,English,6.1,"18,585"
440,tt0110687,North,1994,PG,87 min,"Adventure, Comedy, Drama, Family, Fantasy","Elijah Wood, Jason Alexander, Julia Louis-Dreyfus, Marc Shaiman",Rob Reiner,English,4.5,"13,259"
441,tt0107756,Orlando,1992,PG-13,94 min,"Biography, Drama, Fantasy, Romance","Tilda Swinton, Quentin Crisp, Jimmy Somerville, John Bott",Sally Potter,"English, French",7.2,"14,693"
442,tt0107808,A Perfect World,1993,PG-13,138 min,"Crime, Drama, Thriller","Kevin Costner, Clint Eastwood, Laura Dern, T.J. Lowther",Clint Eastwood,English,7.6,"74,241"
443,tt0107818,Philadelphia,1993,PG-13,125 min,Drama,"Tom Hanks, Denzel Washington, Roberta Maxwell, Buzz Kilman",Jonathan Demme,English,7.7,"225,111"
444,tt0107822,The Piano,1993,R,121 min,"Drama, Music, Romance","Holly Hunter, Harvey Keitel, Sam Neill, Anna Paquin",Jane Campion,"English, British Sign Language, Maori",7.6,"79,226"
445,tt0107840,Poetic Justice,1993,R,109 min,"Drama, Romance","Khandi Alexander, Maya Angelou, Ché J. Avery, Lloyd Avery II",John Singleton,English,6.1,"12,901"
446,tt0107889,The Program,1993,R,112 min,"Action, Drama, Romance, Sport","James Caan, Halle Berry, Omar Epps, Craig Sheffer",David S. Ward,"English, German",6.5,"9,274"
447,tt0111003,The Puppet Masters,1994,R,109 min,"Horror, Sci-Fi, Thriller","Donald Sutherland, Eric Thal, Julie Warner, Keith David",Stuart Orme,English,5.9,"8,358"
448,tt0110939,Radioland Murders,1994,PG,108 min,"Comedy, Crime, Drama, Musical, Mystery, Romance","Brian Benben, Mary Stuart Masterson, Ned Beatty, George Burns",Mel Smith,English,6.2,"3,367"
449,tt0110955,The Ref,1994,R,96 min,"Comedy, Crime, Drama","Denis Leary, Judy Davis, Kevin Spacey, Robert J. Steinmiller Jr.",Ted Demme,English,6.9,"23,473"
450,tt0107943,The Remains of the Day,1993,PG,134 min,"Drama, Romance","John Haycraft, Christopher Reeve, Anthony Hopkins, Emma Thompson",James Ivory,"English, French, German",7.8,"66,429"
451,tt0110971,Renaissance Man,1994,PG-13,128 min,"Comedy, Drama","Danny DeVito, Gregory Hines, James Remar, Ed Begley Jr.",Penny Marshall,English,6.2,"16,709"
452,tt0107969,Rising Sun,1993,R,129 min,"Action, Crime, Drama, Mystery, Thriller","Sean Connery, Wesley Snipes, Harvey Keitel, Cary-Hiroyuki Tagawa",Philip Kaufman,"English, Japanese",6.3,"42,627"
453,tt0111001,The Road to Wellville,1994,R,118 min,"Comedy, Drama","Anthony Hopkins, Bridget Fonda, Matthew Broderick, John Cusack",Alan Parker,English,5.9,"11,593"
454,tt0107978,RoboCop 3,1993,PG-13,104 min,"Action, Crime, Sci-Fi, Thriller","Robert John Burke, Mario Machado, Remy Ryan, Jodi Long",Fred Dekker,"English, Japanese",4.1,"46,054"
455,tt0107977,Robin Hood: Men in Tights,1993,PG-13,104 min,"Adventure, Comedy, Musical, Romance","Cary Elwes, Richard Lewis, Roger Rees, Amy Yasbeck",Mel Brooks,English,6.7,"116,543"
456,tt0107983,Romeo Is Bleeding,1993,R,110 min,"Crime, Drama, Romance","Gary Oldman, Wallace Wood, Juliette Lewis, David Proval",Peter Medak,English,6.6,"13,130"
457,tt0105275,Romper Stomper,1992,R,94 min,"Crime, Drama","Russell Crowe, Daniel Pollock, Jacqueline McKenzie, Alex Scott",Geoffrey Wright,"English, Vietnamese, German, Japanese",6.8,"37,488"
458,tt0108000,Ruby in Paradise,1993,R,114 min,"Drama, Romance","Ashley Judd, Todd Field, Bentley Mitchum, Allison Dean",Victor Nunez,English,7.0,"2,365"
459,tt0108002,Rudy,1993,PG,114 min,"Biography, Drama, Sport","Sean Astin, Jon Favreau, Ned Beatty, Greta Lind",David Anspaugh,"English, Spanish",7.5,"57,093"
460,tt0105032,Savage Nights,1992,N/A,126 min,"Biography, Drama","Cyril Collard, Romane Bohringer, Carlos López, Corine Blue",Cyril Collard,"French, Spanish",7.0,"2,170"
461,tt0108052,Schindler's List,1993,R,195 min,"Biography, Drama, History","Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall",Steven Spielberg,"English, Hebrew, German, Polish, Latin",8.9,"1,222,642"
462,tt0111094,The Scout,1994,PG-13,101 min,"Comedy, Drama, Sport","Albert Brooks, Brendan Fraser, Dianne Wiest, Anne Twomey",Michael Ritchie,English,5.4,"5,957"
463,tt0108065,Searching for Bobby Fischer,1993,PG,109 min,"Biography, Drama, Sport","Max Pomeranc, Joe Mantegna, Joan Allen, Ben Kingsley",Steven Zaillian,English,7.4,"32,758"
464,tt0108071,The Secret Garden,1993,G,101 min,"Drama, Family, Fantasy","Kate Maberly, Heydon Prowse, Andrew Knott, Maggie Smith",Agnieszka Holland,English,7.3,"37,265"
465,tt0111127,Serial Mom,1994,R,95 min,"Comedy, Crime, Thriller","Kathleen Turner, Sam Waterston, Ricki Lake, Matthew Lillard",John Waters,English,6.8,"27,085"
466,tt0111143,The Shadow,1994,PG-13,108 min,"Action, Adventure, Crime, Fantasy, Mystery, Thriller","Alec Baldwin, John Lone, Penelope Ann Miller, Peter Boyle",Russell Mulcahy,English,6.1,"23,563"
467,tt0108101,Shadowlands,1993,PG,131 min,"Biography, Drama, Romance","Julian Fellowes, Roddy Maude-Roxby, Michael Denison, Andrew Seear",Richard Attenborough,English,7.3,"17,268"
468,tt0108122,Short Cuts,1993,R,188 min,"Comedy, Drama","Andie MacDowell, Bruce Davison, Jack Lemmon, Zane Cassidy",Robert Altman,English,7.7,"42,380"
469,tt0111194,A Simple Twist of Fate,1994,PG-13,106 min,"Drama, Comedy","Steve Martin, Gabriel Byrne, Laura Linney, Catherine O'Hara",Gillies MacKinnon,English,6.4,"5,093"
470,tt0111201,Sirens,1994,R,98 min,"Comedy, Drama, Romance","Hugh Grant, Tara Fitzgerald, Sam Neill, Pamela Rabe",John Duigan,English,5.8,"10,110"
471,tt0108149,Six Degrees of Separation,1993,R,112 min,"Comedy, Drama, Mystery","Stockard Channing, Will Smith, Donald Sutherland, Ian McKellen",Fred Schepisi,"English, Italian",6.8,"19,692"
472,tt0108160,Sleepless in Seattle,1993,PG,105 min,"Comedy, Drama, Romance","Tom Hanks, Ross Malinger, Rita Wilson, Victor Garber",Nora Ephron,English,6.8,"161,292"
473,tt0108162,Sliver,1993,R,107 min,"Drama, Thriller","Sharon Stone, William Baldwin, Tom Berenger, Polly Walker",Phillip Noyce,English,5.1,"29,247"
474,tt0083658,Blade Runner,1982,R,117 min,"Action, Sci-Fi, Thriller","Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos",Ridley Scott,"English, German, Cantonese, Japanese, Hungarian, Arabic",8.1,"698,571"
475,tt0108186,Son in Law,1993,PG-13,95 min,"Comedy, Drama, Romance","Pauly Shore, Carla Gugino, Lane Smith, Cindy Pickett",Steve Rash,English,5.9,"17,443"
476,tt0108174,So I Married an Axe Murderer,1993,PG-13,93 min,"Comedy, Romance","Mike Myers, Nancy Travis, Anthony LaPaglia, Amanda Plummer",Thomas Schlamme,"English, Russian",6.4,"33,496"
477,tt0108238,Striking Distance,1993,R,102 min,"Action, Crime, Mystery, Thriller","Bruce Willis, Sarah Jessica Parker, Dennis Farina, Tom Sizemore",Rowdy Herrington,English,5.9,"40,408"
478,tt0108255,Super Mario Bros.,1993,PG,104 min,"Adventure, Comedy, Family, Fantasy, Sci-Fi","Bob Hoskins, John Leguizamo, Dennis Hopper, Samantha Mathis","Annabel Jankel, Rocky Morton",English,4.1,"48,890"
479,tt0111323,Surviving the Game,1994,R,96 min,"Action, Adventure, Crime, Drama, Thriller","Ice-T, Rutger Hauer, Charles S. Dutton, Gary Busey",Ernest R. Dickerson,English,6.3,"10,631"
480,tt0111400,Terminal Velocity,1994,PG-13,102 min,"Action, Mystery, Romance, Thriller","Charlie Sheen, Nastassja Kinski, James Gandolfini, Christopher McDonald",Deran Sarafian,English,5.5,"12,805"
481,tt0108328,Thirty Two Short Films About Glenn Gould,1993,Not Rated,98 min,"Biography, Drama, Music","Colm Feore, Derek Keurvorst, Katya Ladan, Devon Anderson",François Girard,"English, French",7.4,"3,542"
482,tt0111418,Threesome,1994,R,93 min,"Comedy, Drama, Romance","Lara Flynn Boyle, Stephen Baldwin, Josh Charles, Alexis Arquette",Andrew Fleming,English,6.3,"12,586"
483,tt0107688,The Nightmare Before Christmas,1993,PG,76 min,"Animation, Family, Fantasy, Musical","Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey",Henry Selick,English,8.0,"301,717"
484,tt0108333,The Three Musketeers,1993,PG,105 min,"Action, Adventure, Comedy, Family, Romance","Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt",Stephen Herek,English,6.4,"50,822"
485,tt0108358,Tombstone,1993,R,130 min,"Action, Biography, Drama, History, Western","Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton","George P. Cosmatos, Kevin Jarre","Spanish, English, Latin",7.8,"127,193"
486,tt0108399,True Romance,1993,R,119 min,"Crime, Drama, Romance, Thriller","Christian Slater, Patricia Arquette, Dennis Hopper, Val Kilmer",Tony Scott,"English, Italian",7.9,"207,489"
487,tt0108515,The War Room,1993,PG,96 min,"Documentary, History","James Carville, George Stephanopoulos, Heather Beckel, Paul Begala","Chris Hegedus, D.A. Pennebaker",English,7.3,"3,902"
488,tt0110763,The Pagemaster,1994,G,80 min,"Animation, Adventure, Comedy, Family, Fantasy","Macaulay Culkin, Kanin Howell, Alexis Kirschner, Jessica Kirschner","Pixote Hunt, Joe Johnston",English,6.1,"21,239"
489,tt0114906,Welcome to the Dollhouse,1995,R,88 min,"Comedy, Drama","Heather Matarazzo, Victoria Davis, Christina Brucato, Christina Vidal",Todd Solondz,English,7.4,"31,835"
490,tt0107002,Germinal,1993,R,160 min,"Drama, Romance","Miou-Miou, Renaud, Jean Carmet, Judith Henry",Claude Berri,French,7.1,"4,783"
491,tt0109403,Chasers,1994,R,102 min,"Action, Comedy, Drama, Romance","Tom Berenger, William McNamara, Erika Eleniak, Crispin Glover",Dennis Hopper,English,5.2,"5,798"
492,tt0107315,Kika,1993,Unrated,114 min,Comedy,"Verónica Forqué, Peter Coyote, Victoria Abril, Àlex Casanovas",Pedro Almodóvar,Spanish,6.5,"12,452"
493,tt0106408,Bhaji on the Beach,1993,R,101 min,"Comedy, Drama","Kim Vithana, Jimmi Harkishin, Sarita Khajuria, Akbar Kurtha",Gurinder Chadha,"English, Punjabi",6.3,"1,038"
494,tt0110363,Little Big League,1994,PG,119 min,"Comedy, Family, Sport","Luke Edwards, Timothy Busfield, John Ashton, Ashley Crow",Andrew Scheinman,English,6.1,"9,809"
495,tt0107225,"Ciao, Professore!",1992,R,100 min,Comedy,"Paolo Villaggio, Isa Danieli, Gigio Morra, Sergio Solli",Lina Wertmüller,"Neapolitan, Italian",6.9,"1,911"
496,tt0111252,Spanking the Monkey,1994,Unrated,100 min,"Comedy, Drama","Jeremy Davies, Alberta Watson, Benjamin Hendrickson, Elizabeth Newett",David O. Russell,English,6.2,"5,965"
497,tt0110366,The Little Rascals,1994,PG,82 min,"Comedy, Family, Romance","Travis Tedford, Kevin Jamal Woods, Jordan Warkol, Zachary Mabry",Penelope Spheeris,English,6.3,"43,296"
498,tt0109120,Andre,1994,PG,94 min,"Adventure, Drama, Family","Tina Majorino, Chelsea Field, Shane Meier, Aidan Pendleton",George Miller,English,5.7,"6,424"
499,tt0108059,La Scorta,1993,Not Rated,96 min,"Action, Crime, Drama, Thriller","Claudio Amendola, Enrico Lo Verso, Carlo Cecchi, Ricky Memphis",Ricky Tognazzi,Italian,6.7,827
500,tt0110892,Princess Caraboo,1994,PG,97 min,"Comedy, Drama, History, Mystery, Romance","Jim Broadbent, Phoebe Cates, Wendy Hughes, Kevin Kline",Michael Austin,English,6.0,"2,495"
501,tt0112651,The Celluloid Closet,1995,R,102 min,"Documentary, History","Lily Tomlin, Tony Curtis, Susie Bright, Arthur Laurents","Rob Epstein, Jeffrey Friedman",English,7.8,"6,145"
502,tt0109382,Dear Diary,1993,Unrated,100 min,"Biography, Comedy, Drama","Nanni Moretti, Giovanna Bozzolo, Sebastiano Nardone, Antonio Petrocelli",Nanni Moretti,"Italian, English, Mandarin",7.3,"7,207"
503,tt0112572,The Brady Bunch Movie,1995,PG-13,90 min,Comedy,"Shelley Long, Gary Cole, Christine Taylor, Christopher Daniel Barnes",Betty Thomas,English,6.0,"20,735"
504,tt0099785,Home Alone,1990,PG,103 min,"Comedy, Family","Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard",Chris Columbus,English,7.6,"490,522"
505,tt0099653,Ghost,1990,PG-13,127 min,"Drama, Fantasy, Romance, Thriller","Patrick Swayze, Demi Moore, Tony Goldwyn, Stanley Lawrence",Jerry Zucker,English,7.1,"199,042"
506,tt0103639,Aladdin,1992,G,90 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman","Ron Clements, John Musker",English,8.0,"374,817"
507,tt0103064,Terminator 2: Judgment Day,1991,R,137 min,"Action, Sci-Fi","Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick",James Cameron,"English, Spanish",8.5,"1,001,157"
508,tt0099348,Dances with Wolves,1990,PG-13,181 min,"Adventure, Drama, Western","Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant",Kevin Costner,"English, Sioux, Pawnee",8.0,"242,137"
509,tt0096895,Batman,1989,PG-13,126 min,"Action, Adventure","Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl",Tim Burton,"English, French, Spanish",7.5,"340,277"
510,tt0102926,The Silence of the Lambs,1991,R,118 min,"Crime, Drama, Thriller","Jodie Foster, Lawrence A. Bonney, Kasi Lemmons, Lawrence T. Wrentz",Jonathan Demme,"English, Latin",8.6,"1,283,034"
511,tt0029583,Snow White and the Seven Dwarfs,1937,Approved,83 min,"Animation, Family, Fantasy, Musical, Romance","Roy Atwell, Stuart Buchanan, Adriana Caselotti, Eddie Collins","William Cottrell, David Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen",English,7.6,"182,230"
512,tt0101414,Beauty and the Beast,1991,G,84 min,"Animation, Family, Fantasy, Musical, Romance","Robby Benson, Jesse Corti, Rex Everhart, Angela Lansbury","Gary Trousdale, Kirk Wise","English, French",8.0,"418,912"
513,tt0032910,Pinocchio,1940,G,88 min,"Animation, Comedy, Family, Fantasy, Musical","Mel Blanc, Billy Bletcher, Don Brodie, Stuart Buchanan","Norman Ferguson, T. Hee, Wilfred Jackson, Jack Kinney, Hamilton Luske, Bill Roberts, Ben Sharpsteen",English,7.4,"132,137"
514,tt0100405,Pretty Woman,1990,R,119 min,"Comedy, Romance","Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander",Garry Marshall,English,7.0,"292,672"
515,tt0065214,The Wild Bunch,1969,R,135 min,"Action, Adventure, Western","William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien",Sam Peckinpah,"English, Spanish, German",7.9,"77,541"
516,tt0110395,Love and a .45,1994,R,101 min,"Crime, Romance, Thriller","Gil Bellows, Renée Zellweger, Rory Cochrane, Jeffrey Combs",C.M. Talkington,English,6.1,"4,024"
517,tt0109934,A Great Day in Harlem,1994,Not Rated,60 min,"Documentary, Music","Quincy Jones, Dizzy Gillespie, Sonny Rollins, Buck Clayton",Jean Bach,English,7.4,416
518,tt0117247,One Fine Day,1996,PG,108 min,"Comedy, Drama, Romance","Michelle Pfeiffer, George Clooney, Mae Whitman, Alex D. Linz",Michael Hoffman,"English, Spanish",6.5,"43,275"
519,tt0112625,Candyman: Farewell to the Flesh,1995,R,95 min,"Horror, Thriller","Tony Todd, Kelly Rowan, William O'Leary, Bill Nunn",Bill Condon,English,5.3,"10,616"
520,tt0116282,Fargo,1996,R,98 min,"Crime, Drama, Thriller","William H. Macy, Steve Buscemi, Peter Stormare, Kristin Rudrüd","Joel Coen, Ethan Coen",English,8.1,"622,205"
521,tt0116552,Homeward Bound II: Lost in San Francisco,1996,G,88 min,"Adventure, Comedy, Family, Romance","Michael J. Fox, Sally Field, Ralph Waite, Al Michaels",David R. Ellis,English,6.0,"13,854"
522,tt0082509,Heavy Metal,1981,R,86 min,"Animation, Adventure, Fantasy, Sci-Fi","Don Francks, Caroline Semple, Richard Romanus, Susan Roman","Gerald Potterton, John Bruno, John Halas, Julian Harris, Jimmy T. Murakami, Barrie Nelson, Paul Sabella, Jack Stokes, Pino Van Lamsweerde, Harold Whitaker",English,6.7,"31,873"
523,tt0116514,Hellraiser: Bloodline,1996,R,85 min,"Horror, Sci-Fi","Bruce Ramsay, Valentina Vargas, Doug Bradley, Charlotte Chatton",Kevin Yagher,English,5.2,"19,450"
524,tt0117283,The Pallbearer,1996,PG-13,98 min,"Comedy, Romance","David Schwimmer, Gwyneth Paltrow, Michael Rapaport, Toni Collette",Matt Reeves,English,4.9,"7,762"
525,tt0116684,Jane Eyre,1996,PG,112 min,"Drama, Romance","Anna Paquin, Nic Knight, Nicola Howard, Sasha Graff",Franco Zeffirelli,"English, French",6.8,"9,097"
526,tt0070506,Bread and Chocolate,1974,N/A,100 min,"Comedy, Drama","Nino Manfredi, Paolo Turco, Ugo D'Alessio, Tano Cimarosa",Franco Brusati,"Italian, German, English, French, Greek, Spanish",7.6,"1,618"
527,tt0065421,The Aristocats,1970,G,78 min,"Animation, Adventure, Comedy, Family, Musical","Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers",Wolfgang Reitherman,English,7.1,"94,770"
528,tt0113083,The Flower of My Secret,1995,R,103 min,Drama,"Marisa Paredes, Juan Echanove, Carme Elias, Rossy de Palma",Pedro Almodóvar,"Spanish, French",7.0,"10,524"
529,tt0118001,Two Much,1995,PG-13,118 min,"Comedy, Romance","Antonio Banderas, Melanie Griffith, Daryl Hannah, Danny Aiello",Fernando Trueba,English,5.4,"5,341"
530,tt0116165,Ed,1996,PG,94 min,"Comedy, Family, Sport","Matt LeBlanc, Gene Ross, Paul Hewitt, Sage Allen",Bill Couturié,English,2.7,"8,125"
531,tt0117891,A Thin Line Between Love and Hate,1996,R,108 min,"Comedy, Crime, Drama, Romance, Thriller","Martin Lawrence, Lynn Whitfield, Regina King, Bobby Brown",Martin Lawrence,English,5.7,"4,522"
532,tt0113613,The Last Supper,1995,R,92 min,"Comedy, Crime, Drama, Thriller","Cameron Diaz, Ron Eldard, Annabeth Gish, Jonathan Penner",Stacy Title,English,6.7,"14,126"
533,tt0117381,Primal Fear,1996,R,129 min,"Crime, Drama, Mystery, Thriller","Richard Gere, Laura Linney, John Mahoney, Alfre Woodard",Gregory Hoblit,"English, Spanish",7.7,"191,460"
534,tt0115509,All Dogs Go to Heaven 2,1996,G,82 min,"Animation, Adventure, Family, Fantasy, Romance","Ernest Borgnine, Bebe Neuwirth, Charlie Sheen, Hamilton Camp","Larry Leker, Paul Sabella",English,5.5,"5,547"
535,tt0114671,Land and Freedom,1995,Not Rated,109 min,"Drama, War","Ian Hart, Rosana Pastor, Icíar Bollaín, Tom Gilroy",Ken Loach,"English, Spanish, Catalan",7.6,"10,484"
536,tt0112844,Denise Calls Up,1995,PG-13,80 min,Comedy,"Tim Daly, Caroleen Feeney, Dan Gunther, Dana Wheeler-Nicholson",Hal Salwen,English,6.6,"1,200"
537,tt0114658,Theodore Rex,1995,PG,92 min,"Action, Comedy, Family, Sci-Fi","Whoopi Goldberg, Armin Mueller-Stahl, Juliet Landau, Bud Cort",Jonathan R. Betuel,English,2.5,"4,162"
538,tt0116275,A Family Thing,1996,PG-13,109 min,"Comedy, Drama","Robert Duvall, James Earl Jones, Michael Beach, Irma P. Hall",Richard Pearce,English,7.0,"3,296"
539,tt0113122,Frisk,1995,Unrated,88 min,"Drama, Thriller","Michael Gunther, Craig Chester, Michael Stock, Raoul O'Connell",Todd Verow,English,5.0,620
540,tt0117608,Sgt. Bilko,1996,PG,93 min,Comedy,"Steve Martin, Dan Aykroyd, Phil Hartman, Glenne Headly",Jonathan Lynn,English,5.9,"21,486"
541,tt0113448,Jack & Sarah,1995,PG,110 min,"Comedy, Drama, Romance","Richard E. Grant, Samantha Mathis, Judi Dench, Eileen Atkins",Tim Sullivan,English,6.7,"5,005"
542,tt0116414,Girl 6,1996,R,108 min,"Comedy, Drama","Theresa Randle, Isaiah Washington, Spike Lee, Jenifer Lewis",Spike Lee,English,5.2,"5,868"
543,tt0116095,Diabolique,1996,R,107 min,"Drama, Horror, Mystery, Thriller","Sharon Stone, Isabelle Adjani, Chazz Palminteri, Kathy Bates",Jeremiah S. Chechik,"English, Spanish",5.5,"13,396"
544,tt0113947,Nelly & Monsieur Arnaud,1995,N/A,106 min,Drama,"Emmanuelle Béart, Michel Serrault, Jean-Hugues Anglade, Claire Nadeau",Claude Sautet,French,7.3,"4,195"
545,tt0115956,Courage Under Fire,1996,R,116 min,"Action, Drama, Mystery, Thriller, War","Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty",Edward Zwick,"English, Arabic",6.6,"50,533"
546,tt0117060,Mission: Impossible,1996,PG-13,110 min,"Action, Adventure, Thriller","Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny",Brian De Palma,"English, French, Czech",7.1,"388,929"
547,tt0109028,Cold Fever,1995,Unrated,83 min,"Comedy, Drama, Mystery","Masatoshi Nagase, Lili Taylor, Fisher Stevens, Gísli Halldórsson",Friðrik Þór Friðriksson,"English, Icelandic, Japanese, German",7.0,"1,721"
548,tt0117071,Moll Flanders,1996,PG-13,123 min,"Drama, Romance","Robin Wright, Morgan Freeman, Stockard Channing, John Lynch",Pen Densham,English,6.5,"4,018"
549,tt0116136,DragonHeart,1996,PG-13,103 min,"Action, Adventure, Fantasy","Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer",Rob Cohen,English,6.5,"91,614"
550,tt0116168,Eddie,1996,PG-13,100 min,"Comedy, Sport","Whoopi Goldberg, Frank Langella, Dennis Farina, Richard Jenkins",Steve Rash,"English, Russian",5.2,"9,250"
551,tt0116683,James and the Giant Peach,1996,PG,79 min,"Animation, Adventure, Family, Fantasy, Musical","Simon Callow, Richard Dreyfuss, Jane Leeves, Joanna Lumley",Henry Selick,English,6.7,"60,613"
552,tt0116287,Fear,1996,R,97 min,"Drama, Thriller","Mark Wahlberg, Reese Witherspoon, William Petersen, Amy Brenneman",James Foley,English,6.3,"42,298"
553,tt0116768,Kids in the Hall: Brain Candy,1996,R,89 min,Comedy,"Dave Foley, Bruce McCulloch, Kevin McDonald, Mark McKinney",Kelly Makin,English,7.0,"8,203"
554,tt0114787,Underground,1995,Not Rated,167 min,"Comedy, Drama, Fantasy, War","Predrag 'Miki' Manojlovic, Lazar Ristovski, Mirjana Jokovic, Slavko Stimac",Emir Kusturica,"Serbian, German, French, English, Russian",8.1,"55,494"
555,tt0112536,Bloodsport 2,1996,R,90 min,"Action, Sport","Daniel Bernhardt, Pat Morita, Donald Gibb, James Hong","Alan Mehrez, Philip Tan",English,4.8,"2,866"
556,tt0048473,Pather Panchali,1955,Not Rated,125 min,Drama,"Kanu Bannerjee, Karuna Bannerjee, Chunibala Devi, Uma Das Gupta",Satyajit Ray,Bengali,8.6,"23,677"
557,tt0052572,The World of Apu,1959,Not Rated,105 min,Drama,"Soumitra Chatterjee, Sharmila Tagore, Alok Chakravarty, Swapan Mukherjee",Satyajit Ray,Bengali,8.5,"12,138"
558,tt0117128,Mystery Science Theater 3000: The Movie,1996,PG-13,73 min,"Comedy, Sci-Fi","Trace Beaulieu, Michael J. Nelson, Jim Mallon, Kevin Murphy",Jim Mallon,English,7.3,"17,670"
559,tt0117705,Space Jam,1996,PG,88 min,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport","Michael Jordan, Wayne Knight, Theresa Randle, Manner Washington",Joe Pytka,English,6.5,"163,589"
560,tt0062711,Barbarella,1968,Approved,98 min,"Adventure, Comedy, Fantasy, Sci-Fi","Jane Fonda, John Phillip Law, Anita Pallenberg, Milo O'Shea",Roger Vadim,"English, French",5.9,"32,509"
561,tt0108181,Some Folks Call It a Sling Blade,1994,Not Rated,25 min,"Short, Drama, Thriller","Billy Bob Thornton, Molly Ringwald, J.T. Walsh, Jefferson Mays",George Hickenlooper,English,7.6,"1,646"
562,tt0114307,The Run of the Country,1995,R,109 min,"Drama, Romance","Albert Finney, Matt Keeslar, Victoria Smurfit, Anthony Brophy",Peter Yates,English,6.3,376
563,tt0058898,Alphaville,1965,Not Rated,99 min,"Drama, Mystery, Sci-Fi, Thriller","Eddie Constantine, Anna Karina, Akim Tamiroff",Jean-Luc Godard,"French, English",7.1,"23,099"
564,tt0113443,It's My Party,1996,R,110 min,"Drama, Romance","Margaret Cho, Bruce Davison, Lee Grant, Devon Gummersall",Randal Kleiser,English,7.2,"2,757"
565,tt0114048,Operation Dumbo Drop,1995,PG,107 min,"Action, Adventure, Comedy, Drama, Family, War","Danny Glover, Ray Liotta, Denis Leary, Doug E. Doug",Simon Wincer,"English, Vietnamese",5.1,"8,502"
566,tt0117104,Mrs. Winterbourne,1996,PG-13,105 min,"Comedy, Drama, Romance","Shirley MacLaine, Ricki Lake, Brendan Fraser, Miguel Sandoval",Richard Benjamin,English,6.2,"6,935"
